feature,mean_nonzero_ratio,constant_stock_ratio,tier
news_pos_momentum_lag2,0.016866,0.000181,dense
news_count_lag5,0.016902,0.000362,dense
news_guba_ratio_lag5,0.016919,0.000362,dense
news_pos_momentum_lag3,0.017058,0.000362,dense
ann_sentiment_mean_lag5,0.017097,0.000362,dense
idx_change_30d,0.017388,0.000181,dense
news_pos_momentum_lag5,0.017447,0.000362,dense
idx_change_30d_lag1,0.017617,0.0,dense
is_deep_discount_ma5,0.017845,0.126221,dense
idx_change_30d_lag2,0.017846,0.0,dense
news_count_lag10,0.017932,0.000904,dense
news_guba_ratio_lag10,0.01795,0.000904,dense
news_sent_momentum_5d,0.017978,0.000542,dense
sentiment_mean_ma5,0.017978,0.000542,dense
idx_change_30d_lag3,0.018076,0.0,dense
news_sent_x_roc20_lag20,0.018114,0.003436,dense
news_sent_momentum_5d_lag1,0.018222,0.0,dense
news_sent_momentum_5d_lag2,0.018413,0.000181,dense
idx_change_30d_lag5,0.018536,0.0,dense
news_sent_momentum_5d_lag3,0.018591,0.000362,dense
news_pos_momentum_lag10,0.018677,0.000904,dense
ann_sentiment_mean_lag10,0.018737,0.000904,dense
is_vc_backed_ma20,0.018816,0.25425,dense
news_sent_momentum_5d_lag5,0.018953,0.000362,dense
lhb_is_sustained_ma10,0.019106,0.162206,dense
has_news,0.019658,0.0,dense
idx_change_30d_lag10,0.019674,0.0,dense
idx_change_30d_ma5,0.019942,0.000181,dense
news_count_lag20,0.020063,0.001808,dense
news_guba_ratio_lag20,0.020081,0.001808,dense
news_sent_momentum_5d_lag10,0.020109,0.000904,dense
ann_sentiment_std_ma5,0.021112,0.039964,dense
news_pos_momentum_lag20,0.021186,0.001808,dense
amount_vol_6d,0.021652,0.113201,dense
idx_change_30d_lag20,0.021954,0.0,dense
ann_sentiment_mean_lag20,0.022028,0.001808,dense
ann_sent_x_roc20,0.022052,0.001808,dense
free_ratio_ma5,0.022356,0.000362,dense
free_shares_ma5,0.022444,0.000362,dense
able_shares_ma5,0.022445,0.000362,dense
news_sent_momentum_5d_lag20,0.022493,0.001808,dense
idx_change_30d_ma10,0.023124,0.000181,dense
idx_change_30d_accel,0.023492,0.000181,dense
idx_change_30d_std20,0.02374,0.0,dense
pledge_ratio_z20,0.023917,0.0,dense
bt_last_direction_accel,0.024227,0.0,dense
sentiment_std_ma10,0.024292,0.027306,dense
bt_last_direction_std20,0.024383,0.0,dense
is_deep_discount_ma10,0.024839,0.126221,dense
lhb_is_drop_ma10,0.025068,0.031284,dense
ann_sent_bull_vol_ma5,0.025362,0.098553,dense
ann_positive_ratio_ma5,0.026211,0.089331,dense
positive_ratio_ma10,0.026819,0.001989,dense
is_sector_leader_ma10,0.027035,0.300723,dense
lhb_is_wave_accel,0.027391,0.15009,dense
lhb_is_wave_ma20,0.02774,0.15009,dense
lhb_is_wave_std20,0.028077,0.0,dense
sentiment_mean_ma10,0.028708,0.000542,dense
idx_change_30d_ma20,0.02896,0.000181,dense
negative_ratio_accel,0.029329,0.056058,dense
negative_ratio_ma20,0.029345,0.055877,dense
negative_ratio_std20,0.029685,0.0,dense
lhb_net_amount_ma5,0.029908,0.000542,dense
lhb_buy_ratio_ma5,0.029933,0.000542,dense
lhb_count_5d,0.029935,0.000542,dense
lhb_present_ma5,0.029935,0.000542,dense
free_ratio_ma10,0.030034,0.000362,dense
free_shares_ma10,0.030156,0.000362,dense
able_shares_ma10,0.030157,0.000362,dense
lhb_count_5d_lag1,0.030257,0.0,dense
lhb_count_5d_lag2,0.03058,0.000181,dense
lhb_count_5d_lag3,0.030902,0.000362,dense
lhb_count_5d_lag5,0.031549,0.000362,dense
lhb_count_5d_lag10,0.033157,0.000904,dense
lhb_is_sustained_accel,0.034153,0.162206,dense
lhb_is_sustained_ma20,0.034482,0.162206,dense
lhb_is_sustained_std20,0.034821,0.0,dense
lhb_count_5d_lag20,0.036319,0.001808,dense
is_deep_discount_ma20,0.037325,0.126221,dense
has_news_ma5,0.03772,0.0,dense
sentiment_std_accel,0.038953,0.027486,dense
sentiment_std_ma20,0.038991,0.027306,dense
sentiment_std_std20,0.039331,0.0,dense
ann_sentiment_std_ma10,0.04054,0.039964,dense
positive_ratio_accel,0.04136,0.00217,dense
positive_ratio_ma20,0.041469,0.001989,dense
positive_ratio_std20,0.041809,0.0,dense
bt_count_20d,0.042708,0.0,dense
bt_intensity_20d,0.042708,0.0,dense
sentiment_mean_ma20,0.043291,0.000542,dense
news_sent_accel,0.043365,0.000723,dense
sentiment_mean_accel,0.043365,0.000723,dense
news_sent_accel_lag1,0.043456,0.0,dense
news_sent_accel_lag2,0.043543,0.000181,dense
news_sent_accel_lag3,0.04363,0.000362,dense
news_sent_accel_lag5,0.043812,0.000362,dense
ann_sent_bear_vol_ma5,0.043904,0.023146,dense
sentiment_mean_std20,0.044062,0.0,dense
news_sent_accel_lag10,0.044324,0.000904,dense
lhb_is_drop_accel,0.04433,0.031284,dense
ann_negative_ratio_ma5,0.044841,0.0217,dense
lhb_is_drop_ma20,0.045157,0.031284,dense
news_sent_accel_lag20,0.045222,0.001808,dense
free_ratio_accel,0.045325,0.000362,dense
free_ratio_ma20,0.045353,0.000362,dense
free_shares_accel,0.045491,0.000362,dense
lhb_is_drop_std20,0.045496,0.0,dense
able_shares_accel,0.045503,0.000362,dense
free_shares_ma20,0.045541,0.000362,dense
able_shares_ma20,0.045543,0.000362,dense
free_ratio_std20,0.045696,0.0,dense
free_shares_std20,0.045863,0.0,dense
able_shares_std20,0.045879,0.0,dense
lhb_count_5d_ma5,0.046557,0.000542,dense
ann_sent_bull_vol_ma10,0.046685,0.098553,dense
has_news_ma10,0.046925,0.0,dense
is_sector_leader_ma20,0.047163,0.300723,dense
ann_positive_ratio_ma10,0.048201,0.089331,dense
news_sent_skew,0.049627,0.001808,dense
news_sent_skew_lag1,0.049718,0.001808,dense
news_sent_skew_lag2,0.049805,0.001808,dense
news_sent_skew_lag3,0.049893,0.00217,dense
dv_intensity_20d,0.049896,0.009946,dense
bt_count_20d_ma5,0.050008,0.0,dense
bt_intensity_20d_ma5,0.050008,0.0,dense
news_sent_skew_lag5,0.050077,0.00217,dense
lhb_net_amount_ma10,0.05042,0.000542,dense
lhb_buy_ratio_ma10,0.050445,0.000542,dense
lhb_present_ma10,0.050449,0.000542,dense
news_sent_skew_lag10,0.050591,0.002532,dense
dv_count_20d,0.05086,0.00217,dense
news_attention_z,0.051488,0.000362,dense
volume_anomaly,0.051498,0.011212,dense
news_sent_skew_lag20,0.051499,0.003436,dense
news_attention_z_lag1,0.051513,0.0,dense
news_attention_z_lag2,0.051537,0.000181,dense
news_attention_z_lag3,0.051562,0.000362,dense
gdp_cn_yoy_accel,0.051603,0.000362,dense
news_attention_z_lag5,0.051614,0.000362,dense
news_attention_z_lag10,0.051733,0.000904,dense
news_attention_z_lag20,0.051868,0.001808,dense
gdp_cn_yoy_z20,0.052697,0.0,dense
pledge_margin_dist_accel,0.052703,0.461302,dense
pledge_margin_dist,0.052823,0.461302,dense
pledge_ratio,0.052827,0.461121,dense
pledge_margin_dist_ma5,0.052981,0.461302,dense
pledge_ratio_ma5,0.052984,0.461121,dense
pledge_margin_dist_lag1,0.053071,0.0,dense
pledge_ratio_lag1,0.053075,0.0,dense
pledge_margin_dist_ma10,0.053175,0.461302,dense
pledge_ratio_ma10,0.053178,0.461121,dense
pledge_margin_dist_std20,0.053205,0.0,dense
pledge_margin_dist_lag2,0.05332,0.0,dense
pledge_ratio_lag2,0.053323,0.0,dense
pledge_margin_dist_ma20,0.053555,0.461302,dense
pledge_ratio_ma20,0.053558,0.461121,dense
pledge_margin_dist_lag3,0.053568,0.0,dense
pledge_ratio_lag3,0.053572,0.0,dense
pledge_margin_dist_lag5,0.054065,0.0,dense
pledge_ratio_lag5,0.054068,0.0,dense
trade_count_accel,0.054774,0.000362,dense
trade_count_std20,0.0552,0.0,dense
pledge_margin_dist_lag10,0.055306,0.0,dense
pledge_ratio_lag10,0.055309,0.0,dense
has_news_ma20,0.057271,0.0,dense
pledge_margin_dist_lag20,0.057793,0.0,dense
pledge_ratio_lag20,0.057795,0.0,dense
bt_count_20d_ma10,0.058394,0.0,dense
bt_intensity_20d_ma10,0.058394,0.0,dense
dv_intensity_20d_ma5,0.060064,0.009946,dense
guba_sent_bear_vol,0.061112,0.000542,dense
premium_pct_mean,0.06113,0.013382,dense
premium_pct_wavg,0.06113,0.013382,dense
dv_count_20d_ma5,0.061246,0.00217,dense
guba_sent_bear_vol_lag1,0.061399,0.0,dense
guba_sent_bear_vol_lag2,0.061669,0.000181,dense
guba_sent_bear_vol_lag3,0.061924,0.000362,dense
guba_sent_bear_vol_lag5,0.062439,0.000362,dense
guba_sent_bear_vol_lag10,0.063677,0.000904,dense
limit_up_count_5d,0.064237,0.007957,dense
pledge_risk_z20,0.064738,0.0,dense
lhb_count_5d_ma10,0.065284,0.000542,dense
ann_sent_x_roc20_ma5,0.065986,0.021881,dense
guba_sent_bear_vol_lag20,0.066171,0.001808,dense
ann_sent_x_macd_ma5,0.066721,0.009222,dense
ann_sentiment_mean_ma5,0.067165,0.009222,dense
premium_pct_mean_ma5,0.06796,0.013382,dense
premium_pct_wavg_ma5,0.067961,0.013382,dense
is_extreme_flow,0.068338,0.000904,dense
sent_agree_neg,0.068911,0.000181,dense
bt_count_20d_accel,0.069731,0.0,dense
bt_intensity_20d_accel,0.069887,0.0,dense
bt_count_20d_std20,0.070197,0.0,dense
bt_intensity_20d_std20,0.070197,0.0,dense
bt_count_20d_ma20,0.070818,0.0,dense
bt_intensity_20d_ma20,0.070818,0.0,dense
temporary_impact,0.07187,0.000904,dense
total_amount,0.072236,0.000362,dense
total_volume,0.072236,0.000362,dense
trade_count,0.072236,0.000362,dense
dv_intensity_20d_ma10,0.072533,0.009946,dense
pledge_count_20d,0.073092,0.013924,dense
pledge_count_20d_lag1,0.073339,0.0,dense
pledge_count_20d_lag2,0.073585,0.0,dense
pledge_count_20d_lag3,0.07383,0.0,dense
dv_count_20d_ma10,0.073983,0.00217,dense
pledge_count_20d_lag5,0.074317,0.0,dense
ann_sentiment_std_accel,0.075037,0.039964,dense
ann_sentiment_std_ma20,0.07505,0.039964,dense
ann_sentiment_std_std20,0.07539,0.0,dense
ann_count,0.07549,0.000181,dense
has_announce,0.07549,0.000181,dense
pledge_count_20d_lag10,0.075534,0.0,dense
premium_pct_mean_ma10,0.075965,0.013382,dense
premium_pct_wavg_ma10,0.075965,0.013382,dense
ann_sent_bear_vol_ma10,0.077764,0.023146,dense
pledge_count_20d_lag20,0.077974,0.0,dense
temporary_impact_ma5,0.079158,0.000904,dense
total_amount_ma5,0.07925,0.000362,dense
total_volume_ma5,0.07925,0.000362,dense
trade_count_ma5,0.07925,0.000362,dense
ann_negative_ratio_ma10,0.079376,0.0217,dense
dividend_yield,0.081042,0.009946,dense
ann_sent_bull_vol_accel,0.081412,0.098553,dense
ann_sent_bull_vol_ma20,0.081415,0.098553,dense
bonus_rmb,0.081527,0.009403,dense
ann_sent_bull_vol_std20,0.081755,0.0,dense
ann_positive_ratio_accel,0.083779,0.089331,dense
ann_positive_ratio_ma20,0.083925,0.089331,dense
lhb_present_accel,0.084154,0.000542,dense
ann_positive_ratio_std20,0.084265,0.0,dense
pledge_count_20d_ma5,0.084808,0.013924,dense
lhb_net_amount_accel,0.085117,0.000542,dense
lhb_buy_ratio_accel,0.085139,0.000542,dense
lhb_net_amount_ma20,0.085706,0.000542,dense
lhb_buy_ratio_ma20,0.08573,0.000542,dense
lhb_present_ma20,0.085738,0.000542,dense
lhb_net_amount_std20,0.086045,0.0,dense
lhb_present_std20,0.086067,0.0,dense
lhb_buy_ratio_std20,0.086069,0.0,dense
temporary_impact_ma10,0.087866,0.000904,dense
total_amount_ma10,0.087953,0.000362,dense
total_volume_ma10,0.087953,0.000362,dense
trade_count_ma10,0.087953,0.000362,dense
dividend_yield_ma5,0.090584,0.009946,dense
premium_pct_wavg_accel,0.091081,0.013382,dense
premium_pct_mean_accel,0.091082,0.013382,dense
bonus_rmb_ma5,0.091159,0.009403,dense
premium_pct_mean_ma20,0.091329,0.013382,dense
premium_pct_wavg_ma20,0.09133,0.013382,dense
premium_pct_mean_std20,0.09145,0.0,dense
premium_pct_wavg_std20,0.09145,0.0,dense
bt_days_since,0.092716,0.0,dense
bt_last_direction_ma10,0.094114,0.0,dense
bt_last_direction_ma20,0.094114,0.0,dense
bt_last_direction,0.094425,0.0,dense
bt_last_direction_ma5,0.095046,0.0,dense
dv_intensity_20d_accel,0.095167,0.009946,dense
dv_intensity_20d_std20,0.095717,0.0,dense
bt_days_since_accel,0.096133,0.0,dense
bt_days_since_ma20,0.096288,0.0,dense
bt_days_since_ma10,0.096444,0.0,dense
bt_days_since_ma5,0.096599,0.0,dense
bt_days_since_std20,0.096754,0.0,dense
dv_intensity_20d_ma20,0.097052,0.009946,dense
dv_count_20d_accel,0.097114,0.00217,dense
lhb_count_5d_accel,0.097481,0.000542,dense
dv_count_20d_std20,0.097504,0.0,dense
dividend_yield_accel,0.097671,0.009946,dense
bonus_rmb_accel,0.097701,0.009403,dense
lhb_count_5d_ma20,0.098425,0.000542,dense
pledge_count_20d_ma10,0.098575,0.013924,dense
volume_heavy,0.098592,0.003617,dense
lhb_count_5d_std20,0.098761,0.0,dense
dv_count_20d_ma20,0.099031,0.00217,dense
dividend_yield_std20,0.101365,0.0,dense
bonus_rmb_std20,0.101453,0.0,dense
dividend_yield_ma10,0.102208,0.009946,dense
bonus_rmb_ma10,0.102894,0.009403,dense
total_volume_accel,0.103976,0.000362,dense
total_volume_std20,0.104355,0.0,dense
temporary_impact_accel,0.105128,0.000904,dense
temporary_impact_ma20,0.105132,0.000904,dense
total_amount_accel,0.105178,0.000362,dense
total_amount_ma20,0.105217,0.000362,dense
total_volume_ma20,0.105217,0.000362,dense
trade_count_ma20,0.105217,0.000362,dense
temporary_impact_std20,0.105455,0.0,dense
total_amount_std20,0.10552,0.0,dense
guba_sent_extreme,0.107855,0.000362,dense
guba_sent_extreme_lag1,0.108102,0.0,dense
guba_sent_extreme_lag2,0.108351,0.000181,dense
guba_sent_extreme_lag3,0.108585,0.000362,dense
guba_sent_extreme_lag5,0.109002,0.000362,dense
guba_sent_extreme_lag10,0.110043,0.000904,dense
trade_count_z20,0.112039,0.0,dense
guba_sent_streak,0.11209,0.000181,dense
guba_sent_extreme_lag20,0.112108,0.001808,dense
guba_sent_streak_lag1,0.112322,0.0,dense
guba_sent_streak_lag2,0.11257,0.000181,dense
guba_sent_streak_lag3,0.112821,0.000362,dense
guba_sent_streak_lag5,0.113229,0.000362,dense
ann_sent_x_roc20_ma10,0.113985,0.021881,dense
guba_sent_streak_lag10,0.114214,0.000904,dense
ann_sent_x_macd_ma10,0.115037,0.009222,dense
guba_sent_streak_lag20,0.116129,0.001808,dense
ann_sentiment_mean_ma10,0.116748,0.009222,dense
pledge_count_20d_accel,0.120332,0.013924,dense
pledge_count_20d_std20,0.121049,0.0,dense
pledge_count_20d_ma20,0.123613,0.013924,dense
dividend_yield_ma20,0.125069,0.009946,dense
bonus_rmb_ma20,0.125978,0.009403,dense
has_pledge,0.128876,0.461121,dense
has_pledge_ma10,0.128876,0.461121,dense
has_pledge_ma20,0.128876,0.461121,dense
has_pledge_ma5,0.128876,0.461121,dense
ann_sent_bear_vol_accel,0.131125,0.023146,dense
ann_sent_bear_vol_ma20,0.131151,0.023146,dense
ann_sent_bear_vol_std20,0.131491,0.0,dense
ann_negative_ratio_accel,0.132589,0.0217,dense
ann_negative_ratio_ma20,0.13369,0.0217,dense
ann_negative_ratio_std20,0.13403,0.0,dense
net_profit_yoy_high_accel,0.142846,0.000362,dense
net_profit_yoy_low_accel,0.142846,0.000362,dense
net_profit_high_accel,0.144213,0.000362,dense
net_profit_low_accel,0.144213,0.000362,dense
guba_negative_ratio,0.148032,0.0,dense
guba_negative_ratio_lag1,0.148226,0.0,dense
guba_negative_ratio_lag2,0.148401,0.000181,dense
net_profit_yoy_high_z20,0.148523,0.0,dense
net_profit_yoy_low_z20,0.148523,0.0,dense
guba_negative_ratio_lag3,0.148585,0.000362,dense
guba_negative_ratio_lag5,0.148871,0.000362,dense
guba_negative_ratio_lag10,0.149485,0.000904,dense
net_profit_high_z20,0.150183,0.0,dense
net_profit_low_z20,0.150183,0.0,dense
guba_negative_ratio_lag20,0.150701,0.001808,dense
guba_sent_bull_vol,0.153367,0.000181,dense
guba_sent_bull_vol_lag1,0.15357,0.0,dense
guba_sent_bull_vol_lag2,0.153786,0.000181,dense
is_top5_sector,0.15383,0.078843,dense
guba_sent_bull_vol_lag3,0.154036,0.000362,dense
guba_sent_bull_vol_lag5,0.154388,0.000362,dense
guba_sent_bull_vol_lag10,0.155234,0.000904,dense
guba_sent_bull_vol_lag20,0.156874,0.001808,dense
sent_agree_pos,0.157629,0.000181,dense
consecutive_quarter_decline_accel,0.158053,0.015552,dense
consecutive_quarter_decline_std20,0.159403,0.0,dense
dual_concentration_signal,0.163017,0.015913,dense
consecutive_quarter_decline_z20,0.164861,0.0,dense
high_low_ratio,0.164937,0.0,dense
high_low_ratio_lag1,0.165037,0.0,dense
high_low_ratio_lag2,0.165136,0.000181,dense
high_low_ratio_lag3,0.165236,0.000362,dense
high_low_ratio_lag10,0.165335,0.000904,dense
high_low_ratio_lag5,0.165335,0.000362,dense
high_low_ratio_lag20,0.165336,0.001808,dense
has_gap_close,0.17323,0.664195,dense
has_gap_close_ma5,0.174097,0.664195,dense
has_gap_close_ma10,0.174459,0.664195,dense
has_gap_close_ma20,0.174811,0.664195,dense
gdp_cn_yoy_std20,0.182411,0.0,dense
ann_sent_x_roc20_ma20,0.183568,0.021881,dense
PCRC_accel,0.184709,0.079566,dense
ann_sent_x_macd_ma20,0.184817,0.009222,dense
ann_sent_x_roc20_accel,0.186853,0.021881,dense
ann_sent_x_macd_accel,0.188783,0.009222,dense
ann_sentiment_mean_ma20,0.189819,0.009222,dense
ann_sentiment_mean_accel,0.190575,0.009222,dense
PCRC_z20,0.192214,0.0,dense
ann_sent_x_roc20_std20,0.192739,0.0,dense
ann_sent_x_macd_std20,0.195057,0.0,dense
ann_sentiment_mean_std20,0.195057,0.0,dense
volume_shrink,0.195066,0.000542,dense
limit_up_count_20d,0.195459,0.000362,dense
HN_z_accel,0.195948,0.020796,dense
net_profit_high_std20,0.198583,0.0,dense
net_profit_low_std20,0.198583,0.0,dense
dual_concentration_signal_ma5,0.199721,0.015913,dense
north_net_buy,0.200509,0.013743,dense
HN_z_z20,0.200683,0.0,dense
north_net_buy_lag1,0.200792,0.0,dense
north_net_buy_lag2,0.201074,0.0,dense
north_net_buy_lag3,0.201357,0.0,dense
avg_shares_accel,0.201409,0.065099,dense
north_net_buy_lag5,0.201922,0.0,dense
north_net_buy_lag10,0.203334,0.0,dense
change_ratio_accel,0.204131,0.007233,dense
change_num_accel,0.204362,0.006329,dense
sent_agree_neg_ma5,0.205668,0.000181,dense
change_num_std20,0.205926,0.0,dense
north_net_buy_lag20,0.206159,0.0,dense
holder_num_accel,0.206256,0.002351,dense
holder_num_std20,0.208144,0.0,dense
guba_positive_ratio,0.208305,0.0,dense
guba_positive_ratio_lag1,0.208454,0.0,dense
guba_positive_ratio_lag2,0.208604,0.000181,dense
change_ratio_z20,0.208703,0.0,dense
guba_positive_ratio_lag3,0.208783,0.000362,dense
guba_positive_ratio_lag5,0.208979,0.000362,dense
change_num_z20,0.208982,0.0,dense
guba_positive_ratio_lag10,0.209387,0.000904,dense
avg_shares_z20,0.209435,0.0,dense
dual_concentration_signal_accel,0.210133,0.015913,dense
guba_positive_ratio_lag20,0.210151,0.001808,dense
holder_num_z20,0.211089,0.0,dense
dual_concentration_signal_std20,0.213093,0.0,dense
guba_net_bullish,0.213893,0.0,dense
guba_net_bullish_lag1,0.214044,0.0,dense
guba_net_bullish_lag2,0.214191,0.000181,dense
guba_net_bullish_lag3,0.214356,0.000362,dense
net_profit_yoy_high_std20,0.214392,0.0,dense
net_profit_yoy_low_std20,0.214392,0.0,dense
guba_sent_x_macd,0.214478,0.0,dense
guba_sent_volume,0.214479,0.0,dense
guba_sentiment_mean,0.214479,0.0,dense
guba_net_bullish_lag5,0.214546,0.000362,dense
guba_sent_x_macd_lag1,0.214628,0.0,dense
guba_sent_volume_lag1,0.214629,0.0,dense
guba_sentiment_mean_lag1,0.214629,0.0,dense
roa,0.214689,0.007052,dense
roe,0.214693,0.005606,dense
guba_sent_volume_lag2,0.214774,0.000181,dense
guba_sent_x_macd_lag2,0.214774,0.000181,dense
guba_sentiment_mean_lag2,0.214774,0.000181,dense
guba_net_bullish_lag10,0.214934,0.000904,dense
guba_sent_x_macd_lag3,0.214938,0.000362,dense
guba_sent_volume_lag3,0.214939,0.000362,dense
guba_sentiment_mean_lag3,0.214939,0.000362,dense
roa_lag1,0.215028,0.0,dense
roe_lag1,0.215032,0.0,dense
guba_sent_volume_lag5,0.215126,0.000362,dense
guba_sent_x_macd_lag5,0.215126,0.000362,dense
guba_sentiment_mean_lag5,0.215126,0.000362,dense
roa_lag2,0.215367,0.000181,dense
roe_lag2,0.215371,0.000181,dense
eps,0.215374,0.005606,dense
news_guba_divergence,0.215421,0.0,dense
growth_quality,0.215466,0.005787,dense
revenue_yoy,0.215501,0.005787,dense
guba_sent_x_macd_lag10,0.215508,0.000904,dense
guba_sent_volume_lag10,0.215509,0.000904,dense
guba_sentiment_mean_lag10,0.215509,0.000904,dense
news_guba_divergence_lag1,0.215553,0.0,dense
profit_yoy,0.215582,0.005606,dense
earnings_quality,0.215583,0.005606,dense
gross_margin,0.215599,0.005787,dense
net_margin,0.215601,0.005787,dense
debt_ratio,0.215659,0.005606,dense
news_guba_divergence_lag2,0.215684,0.000181,dense
guba_net_bullish_lag20,0.215693,0.001808,dense
roa_lag3,0.215706,0.000362,dense
roe_lag3,0.21571,0.000362,dense
eps_lag1,0.215713,0.0,dense
growth_quality_lag1,0.215805,0.0,dense
news_guba_divergence_lag3,0.21583,0.000362,dense
revenue_yoy_lag1,0.21584,0.0,dense
profit_yoy_lag1,0.215921,0.0,dense
earnings_quality_lag1,0.215922,0.0,dense
gross_margin_lag1,0.215938,0.0,dense
net_margin_lag1,0.21594,0.0,dense
debt_ratio_lag1,0.215998,0.0,dense
news_guba_divergence_lag5,0.216005,0.000362,dense
eps_lag2,0.216052,0.000181,dense
growth_quality_lag2,0.216144,0.000181,dense
revenue_yoy_lag2,0.216179,0.000181,dense
guba_sent_volume_lag20,0.216244,0.001808,dense
guba_sent_x_macd_lag20,0.216244,0.001808,dense
guba_sentiment_mean_lag20,0.216244,0.001808,dense
profit_yoy_lag2,0.21626,0.000181,dense
earnings_quality_lag2,0.216261,0.000181,dense
gross_margin_lag2,0.216277,0.000181,dense
net_margin_lag2,0.216279,0.000181,dense
debt_ratio_lag2,0.216337,0.000181,dense
news_guba_divergence_lag10,0.216352,0.000904,dense
roa_lag5,0.216383,0.000362,dense
roe_lag5,0.216388,0.000362,dense
eps_lag3,0.216391,0.000362,dense
growth_quality_lag3,0.216483,0.000362,dense
revenue_yoy_lag3,0.216518,0.000362,dense
profit_yoy_lag3,0.216599,0.000362,dense
earnings_quality_lag3,0.2166,0.000362,dense
gross_margin_lag3,0.216616,0.000362,dense
net_margin_lag3,0.216618,0.000362,dense
debt_ratio_lag3,0.216676,0.000362,dense
news_guba_divergence_lag20,0.217052,0.001808,dense
eps_lag5,0.217069,0.000362,dense
growth_quality_lag5,0.217161,0.000362,dense
revenue_yoy_lag5,0.217196,0.000362,dense
profit_yoy_lag5,0.217276,0.000362,dense
earnings_quality_lag5,0.217278,0.000362,dense
gross_margin_lag5,0.217293,0.000362,dense
net_margin_lag5,0.217296,0.000362,dense
guba_sent_reversal_5d,0.217316,0.0,dense
debt_ratio_lag5,0.217354,0.000362,dense
guba_sent_reversal_5d_lag1,0.217426,0.0,dense
guba_sent_reversal_5d_lag2,0.217535,0.000181,dense
guba_sent_reversal_5d_lag3,0.217665,0.000362,dense
guba_sent_reversal_5d_lag5,0.217851,0.000362,dense
roa_lag10,0.218077,0.000904,dense
roe_lag10,0.218081,0.000904,dense
guba_sent_reversal_5d_lag10,0.2183,0.000904,dense
guba_sent_x_roc20,0.218657,0.001808,dense
eps_lag10,0.218763,0.000904,dense
guba_sent_x_roc20_lag1,0.218807,0.001808,dense
growth_quality_lag10,0.218854,0.000904,dense
revenue_yoy_lag10,0.21889,0.000904,dense
guba_sent_x_roc20_lag2,0.218953,0.00217,dense
profit_yoy_lag10,0.21897,0.000904,dense
earnings_quality_lag10,0.218972,0.000904,dense
gross_margin_lag10,0.218987,0.000904,dense
net_margin_lag10,0.218989,0.000904,dense
debt_ratio_lag10,0.219047,0.000904,dense
guba_sent_x_roc20_lag3,0.219118,0.00217,dense
guba_sent_reversal_5d_lag20,0.219209,0.001808,dense
guba_sent_x_roc20_lag5,0.219307,0.00217,dense
guba_sent_x_roc20_lag10,0.219692,0.002712,dense
guba_sent_x_roc20_lag20,0.220433,0.003436,dense
roa_lag20,0.221464,0.001808,dense
roe_lag20,0.221469,0.001808,dense
eps_lag20,0.22215,0.001808,dense
sent_consensus,0.222175,0.0,dense
growth_quality_lag20,0.222242,0.001808,dense
revenue_yoy_lag20,0.222277,0.001808,dense
profit_yoy_lag20,0.222358,0.001808,dense
earnings_quality_lag20,0.222359,0.001808,dense
gross_margin_lag20,0.222375,0.001808,dense
net_margin_lag20,0.222377,0.001808,dense
debt_ratio_lag20,0.222435,0.001808,dense
sent_dispersion,0.224301,0.0,dense
north_hold_pct,0.225505,0.018264,dense
north_hold_pct_lag1,0.225788,0.0,dense
north_hold_pct_lag2,0.22607,0.0,dense
north_hold_pct_lag3,0.226353,0.0,dense
north_hold_pct_lag5,0.226918,0.0,dense
north_net_buy_ma5,0.227951,0.013743,dense
north_hold_pct_lag10,0.22833,0.0,dense
dual_concentration_signal_ma10,0.2298,0.015913,dense
north_hold_pct_lag20,0.231155,0.0,dense
north_net_buy_ma10,0.233476,0.013743,dense
guba_disagreement,0.235203,0.0,dense
guba_sentiment_std,0.235203,0.0,dense
guba_disagreement_lag1,0.235334,0.0,dense
guba_sentiment_std_lag1,0.235334,0.0,dense
guba_disagreement_lag2,0.23546,0.000181,dense
guba_sentiment_std_lag2,0.23546,0.000181,dense
guba_disagreement_lag3,0.235605,0.000362,dense
guba_sentiment_std_lag3,0.235605,0.000362,dense
guba_disagreement_lag5,0.235747,0.000362,dense
guba_sentiment_std_lag5,0.235747,0.000362,dense
guba_disagreement_lag10,0.236006,0.000904,dense
guba_sentiment_std_lag10,0.236006,0.000904,dense
guba_disagreement_lag20,0.236508,0.001808,dense
guba_sentiment_std_lag20,0.236508,0.001808,dense
north_hold_pct_accel,0.239706,0.018264,dense
north_net_buy_accel,0.241439,0.013743,dense
north_net_buy_ma20,0.24144,0.013743,dense
north_net_buy_std20,0.241722,0.0,dense
f_score,0.244595,0.005606,dense
f_score_lag1,0.244597,0.0,dense
f_score_lag2,0.2446,0.000181,dense
f_score_lag3,0.244603,0.000362,dense
f_score_lag5,0.244609,0.000362,dense
f_score_lag10,0.244661,0.000904,dense
north_hold_pct_std20,0.246015,0.0,dense
f_score_lag20,0.246278,0.001808,dense
north_hold_pct_ma5,0.249471,0.018264,dense
north_hold_pct_ma10,0.251267,0.018264,dense
north_hold_pct_ma20,0.254474,0.018264,dense
margin_net,0.257271,0.353526,dense
margin_net_accel,0.257303,0.353707,dense
margin_net_ma5,0.25733,0.353526,dense
margin_net_ma10,0.2574,0.353526,dense
margin_net_lag1,0.257448,0.0,dense
margin_net_ma20,0.257541,0.353526,dense
margin_net_lag2,0.257626,0.0,dense
bonus_rmb_z20,0.257743,0.0,dense
