feature,mean_nonzero_ratio,constant_stock_ratio,tier
cb_0_ma5_lag5,0.001787,0.000362,event
cb_0_accel_lag5,0.001788,0.000362,event
cb_0_ma10_lag5,0.001788,0.000362,event
cb_0_ma20_lag5,0.001788,0.000362,event
board_momentum_max_accel_lag5,0.001792,0.000362,event
board_momentum_max_ma10_lag5,0.001792,0.000362,event
board_momentum_max_ma20_lag5,0.001792,0.000362,event
board_momentum_max_ma5_lag5,0.001792,0.000362,event
board_momentum_mean_accel_lag5,0.001792,0.000362,event
board_momentum_mean_ma10_lag5,0.001792,0.000362,event
board_momentum_mean_ma20_lag5,0.001792,0.000362,event
board_momentum_mean_ma5_lag5,0.001792,0.000362,event
cb_2_std20,0.001795,0.0,event
bonus_ratio_accel,0.001802,0.873599,event
bonus_ratio_ma10,0.001844,0.873599,event
cb_1_std20_lag5,0.001861,0.0,event
cb_2_std20_lag1,0.00187,0.0,event
is_one_word_board,0.001874,0.314105,event
cb_2_accel_lag3,0.001885,0.0,event
cb_2_ma10_lag3,0.001885,0.0,event
cb_2_ma20_lag3,0.001885,0.0,event
news_sent_streak_lag2,0.001893,0.000181,event
retail_panic_lag2,0.001921,0.000181,event
market_state_normal_lag1,0.001944,0.0,event
news_sent_bear_vol_lag3,0.002018,0.000362,event
cb_2_std20_lag2,0.00202,0.0,event
concept_momentum_12m_std20_lag5,0.00204,0.000542,event
concept_momentum_3m_std20_lag5,0.00204,0.000542,event
concept_momentum_6m_std20_lag5,0.00204,0.000542,event
market_state_frenzy_std20_lag5,0.00204,0.000542,event
market_state_ice_std20_lag5,0.00204,0.000542,event
market_state_strong_std20_lag5,0.00204,0.000542,event
negative_ratio,0.002041,0.055877,event
cb_2_ma5_lag5,0.002095,0.0,event
cb_0_std20_lag5,0.002128,0.000542,event
board_momentum_max_std20_lag5,0.002132,0.000542,event
board_momentum_mean_std20_lag5,0.002132,0.000542,event
bonus_ratio_std20,0.002147,0.0,event
cb_2_std20_lag3,0.00217,0.0,event
cb_2_accel_lag5,0.002185,0.0,event
cb_2_ma10_lag5,0.002185,0.0,event
cb_2_ma20_lag5,0.002185,0.0,event
news_sent_streak_lag3,0.002226,0.000362,event
market_state_normal_lag2,0.00225,0.000181,event
retail_panic_lag3,0.00226,0.000362,event
board_height_20d_lag5,0.002262,0.000362,event
bonus_ratio_ma20,0.002303,0.873599,event
lhb_is_sustained,0.002354,0.162206,event
negative_ratio_lag1,0.002372,0.0,event
cb_2_std20_lag5,0.002469,0.0,event
market_state_normal_lag3,0.00259,0.000362,event
news_sent_bear_vol_lag5,0.002683,0.000362,event
lhb_is_sustained_lag1,0.002691,0.0,event
cb_1_accel_lag10,0.002703,0.0,event
cb_1_lag10,0.002703,0.0,event
cb_1_ma10_lag10,0.002703,0.0,event
cb_1_ma20_lag10,0.002703,0.0,event
cb_1_ma5_lag10,0.002703,0.0,event
negative_ratio_lag2,0.002705,0.000181,event
news_sent_streak_lag5,0.002882,0.000362,event
cb_2_accel_lag10,0.002933,0.0,event
cb_2_lag10,0.002933,0.0,event
cb_2_ma10_lag10,0.002933,0.0,event
cb_2_ma20_lag10,0.002933,0.0,event
cb_2_ma5_lag10,0.002933,0.0,event
retail_panic_lag5,0.002939,0.000362,event
cb_1_std20_lag10,0.002971,0.0,event
lhb_is_sustained_lag2,0.003029,0.000181,event
negative_ratio_lag3,0.003038,0.000362,event
lhb_is_wave,0.003076,0.15009,event
cb_2_std20_lag10,0.003217,0.0,event
market_state_normal_lag5,0.003236,0.000362,event
market_state_volatile,0.003357,0.000362,event
lhb_is_sustained_lag3,0.003365,0.000362,event
comment_attention_lag10,0.0034,0.000904,event
comment_institution_lag10,0.0034,0.000904,event
comment_trend_lag10,0.0034,0.000904,event
concept_momentum_12m_accel_lag10,0.0034,0.000904,event
concept_momentum_12m_lag10,0.0034,0.000904,event
concept_momentum_12m_ma10_lag10,0.0034,0.000904,event
concept_momentum_12m_ma20_lag10,0.0034,0.000904,event
concept_momentum_12m_ma5_lag10,0.0034,0.000904,event
concept_momentum_3m_accel_lag10,0.0034,0.000904,event
concept_momentum_3m_lag10,0.0034,0.000904,event
concept_momentum_3m_ma10_lag10,0.0034,0.000904,event
concept_momentum_3m_ma20_lag10,0.0034,0.000904,event
concept_momentum_3m_ma5_lag10,0.0034,0.000904,event
concept_momentum_6m_accel_lag10,0.0034,0.000904,event
concept_momentum_6m_lag10,0.0034,0.000904,event
concept_momentum_6m_ma10_lag10,0.0034,0.000904,event
concept_momentum_6m_ma20_lag10,0.0034,0.000904,event
concept_momentum_6m_ma5_lag10,0.0034,0.000904,event
is_concept_leader_lag10,0.0034,0.000904,event
market_state_frenzy_accel_lag10,0.0034,0.000904,event
market_state_frenzy_lag10,0.0034,0.000904,event
market_state_frenzy_ma10_lag10,0.0034,0.000904,event
market_state_frenzy_ma20_lag10,0.0034,0.000904,event
market_state_frenzy_ma5_lag10,0.0034,0.000904,event
market_state_ice_accel_lag10,0.0034,0.000904,event
market_state_ice_lag10,0.0034,0.000904,event
market_state_ice_ma10_lag10,0.0034,0.000904,event
market_state_ice_ma20_lag10,0.0034,0.000904,event
market_state_ice_ma5_lag10,0.0034,0.000904,event
market_state_strong_accel_lag10,0.0034,0.000904,event
market_state_strong_lag10,0.0034,0.000904,event
market_state_strong_ma10_lag10,0.0034,0.000904,event
market_state_strong_ma20_lag10,0.0034,0.000904,event
market_state_strong_ma5_lag10,0.0034,0.000904,event
sector_relative_strength_lag10,0.0034,0.000904,event
cb_0_accel_lag10,0.003413,0.000904,event
cb_0_lag10,0.003413,0.000904,event
cb_0_ma10_lag10,0.003413,0.000904,event
cb_0_ma20_lag10,0.003413,0.000904,event
cb_0_ma5_lag10,0.003413,0.000904,event
lhb_is_wave_lag1,0.003414,0.0,event
avg_concept_heat_lag10,0.003415,0.000904,event
board_count_lag10,0.003415,0.000904,event
board_momentum_max_accel_lag10,0.003415,0.000904,event
board_momentum_max_lag10,0.003415,0.000904,event
board_momentum_max_ma10_lag10,0.003415,0.000904,event
board_momentum_max_ma20_lag10,0.003415,0.000904,event
board_momentum_max_ma5_lag10,0.003415,0.000904,event
board_momentum_mean_accel_lag10,0.003415,0.000904,event
board_momentum_mean_lag10,0.003415,0.000904,event
board_momentum_mean_ma10_lag10,0.003415,0.000904,event
board_momentum_mean_ma20_lag10,0.003415,0.000904,event
board_momentum_mean_ma5_lag10,0.003415,0.000904,event
board_overlap_score_lag10,0.003415,0.000904,event
is_dt_lag10,0.003422,0.000904,event
is_zb_lag10,0.003425,0.000904,event
consecutive_zt_lag10,0.003458,0.000904,event
is_zt_lag10,0.003458,0.000904,event
seal_strength_lag10,0.003458,0.000904,event
seal_success_lag10,0.003458,0.000904,event
is_yzt_lag10,0.00346,0.000904,event
lhb_is_drop,0.003644,0.031284,event
negative_ratio_lag5,0.003695,0.000362,event
market_state_volatile_lag1,0.003697,0.0,event
pledge_risk_accel,0.003699,0.532369,event
pledge_ratio_accel,0.003721,0.461121,event
board_height_20d_lag10,0.003735,0.000904,event
concept_momentum_12m_std20_lag10,0.00374,0.001085,event
concept_momentum_3m_std20_lag10,0.00374,0.001085,event
concept_momentum_6m_std20_lag10,0.00374,0.001085,event
market_state_frenzy_std20_lag10,0.00374,0.001085,event
market_state_ice_std20_lag10,0.00374,0.001085,event
market_state_strong_std20_lag10,0.00374,0.001085,event
lhb_is_wave_lag2,0.003751,0.000181,event
cb_0_std20_lag10,0.003753,0.001085,event
board_momentum_max_std20_lag10,0.003755,0.001085,event
board_momentum_mean_std20_lag10,0.003755,0.001085,event
news_disagreement,0.003764,0.027306,event
sentiment_std,0.003764,0.027306,event
is_sector_leader,0.003797,0.300723,event
lhb_is_drop_lag1,0.003981,0.0,event
pledge_risk_std20,0.004019,0.0,event
market_state_volatile_lag2,0.004036,0.000181,event
lhb_is_sustained_lag5,0.00404,0.000362,event
news_disagreement_lag1,0.004087,0.0,event
sentiment_std_lag1,0.004087,0.0,event
lhb_is_wave_lag3,0.004088,0.000362,event
news_sent_bull_vol,0.004222,0.003978,event
market_state_normal_lag10,0.0043,0.000904,event
lhb_is_drop_lag2,0.004317,0.000181,event
news_sent_bear_vol_lag10,0.004352,0.000904,event
market_state_volatile_lag3,0.004359,0.000362,event
ann_sentiment_std,0.004363,0.039964,event
news_disagreement_lag2,0.004414,0.000181,event
sentiment_std_lag2,0.004414,0.000181,event
news_sent_extreme,0.00447,0.000904,event
news_sent_bull_vol_lag1,0.004544,0.0,event
news_sent_streak_lag10,0.004551,0.000904,event
retail_panic_lag10,0.004636,0.000904,event
lhb_is_drop_lag3,0.004653,0.000362,event
ann_sentiment_std_lag1,0.004701,0.0,event
positive_ratio,0.004722,0.001989,event
news_disagreement_lag3,0.004732,0.000362,event
sentiment_std_lag3,0.004732,0.000362,event
lhb_is_wave_lag5,0.004763,0.000362,event
news_sent_extreme_lag1,0.004792,0.0,event
market_state_volatile_lag5,0.004798,0.000362,event
news_sent_bull_vol_lag2,0.00487,0.000181,event
market_state_normal_ma5,0.004894,0.000542,event
net_zt_proportion,0.004995,0.000362,event
ann_sentiment_std_lag2,0.005039,0.000181,event
positive_ratio_lag1,0.005041,0.0,event
news_sent_extreme_lag2,0.005118,0.000181,event
news_sent_bull_vol_lag3,0.00518,0.000362,event
market_state_normal_ma5_lag1,0.0052,0.0,event
news_net_bullish,0.005206,0.000723,event
news_sent_volume,0.00523,0.000542,event
news_sent_x_macd,0.00523,0.000542,event
sentiment_mean,0.00523,0.000542,event
negative_ratio_lag10,0.00527,0.000904,event
market_state_normal_ma5_lag2,0.0053,0.000181,event
net_zt_proportion_lag1,0.005301,0.0,event
lhb_is_drop_lag5,0.005327,0.000362,event
cb_1_accel_lag20,0.005361,0.0,event
cb_1_lag20,0.005361,0.0,event
cb_1_ma10_lag20,0.005361,0.0,event
cb_1_ma20_lag20,0.005361,0.0,event
cb_1_ma5_lag20,0.005361,0.0,event
positive_ratio_lag2,0.005365,0.000181,event
news_disagreement_lag5,0.00537,0.000362,event
sentiment_std_lag5,0.00537,0.000362,event
ann_sentiment_std_lag3,0.005378,0.000362,event
market_state_normal_ma5_lag3,0.005399,0.000362,event
news_sent_extreme_lag3,0.005429,0.000362,event
ann_sent_bull_vol,0.005483,0.098553,event
news_net_bullish_lag1,0.005524,0.0,event
news_sent_volume_lag1,0.005549,0.0,event
news_sent_x_macd_lag1,0.005549,0.0,event
sentiment_mean_lag1,0.005549,0.0,event
market_state_normal_ma5_lag5,0.005599,0.000362,event
net_zt_proportion_lag2,0.005607,0.000181,event
cb_1_std20_lag20,0.005629,0.0,event
positive_ratio_lag3,0.005673,0.000362,event
ann_positive_ratio,0.005674,0.089331,event
cb_2_accel_lag20,0.005686,0.0,event
cb_2_lag20,0.005686,0.0,event
cb_2_ma10_lag20,0.005686,0.0,event
cb_2_ma20_lag20,0.005686,0.0,event
cb_2_ma5_lag20,0.005686,0.0,event
lhb_is_sustained_lag10,0.005728,0.000904,event
news_sent_bull_vol_lag5,0.005809,0.000362,event
market_state_normal_ma5_lag10,0.005834,0.000904,event
news_net_bullish_lag2,0.005848,0.000181,event
news_sent_volume_lag2,0.005872,0.000181,event
news_sent_x_macd_lag2,0.005872,0.000181,event
sentiment_mean_lag2,0.005872,0.000181,event
net_zt_proportion_lag3,0.005913,0.000362,event
market_state_volatile_lag10,0.005959,0.000904,event
cb_2_std20_lag20,0.00597,0.0,event
market_state_normal_ma10,0.005994,0.000542,event
ann_positive_ratio_lag1,0.006009,0.0,event
news_sent_extreme_lag5,0.006052,0.000362,event
ann_sentiment_std_lag5,0.006053,0.000362,event
is_vc_backed,0.006089,0.25425,event
market_state_normal_ma10_lag1,0.006094,0.0,event
market_state_normal_accel,0.006133,0.000542,event
market_state_normal_accel_lag1,0.006133,0.0,event
news_net_bullish_lag3,0.006154,0.000362,event
market_state_normal_accel_lag2,0.006176,0.000181,event
market_state_normal_accel_lag3,0.006176,0.000362,event
market_state_normal_accel_lag5,0.006176,0.000362,event
market_state_normal_ma20,0.006177,0.000542,event
market_state_normal_ma20_lag1,0.006177,0.0,event
market_state_normal_ma10_lag2,0.006178,0.000181,event
market_state_normal_ma10_lag3,0.006178,0.000362,event
market_state_normal_ma10_lag5,0.006178,0.000362,event
market_state_normal_ma20_lag2,0.006178,0.000181,event
market_state_normal_ma20_lag3,0.006178,0.000362,event
market_state_normal_ma20_lag5,0.006178,0.000362,event
news_sent_volume_lag3,0.006178,0.000362,event
news_sent_x_macd_lag3,0.006178,0.000362,event
sentiment_mean_lag3,0.006178,0.000362,event
market_state_normal_accel_lag10,0.006179,0.000904,event
market_state_normal_ma10_lag10,0.00618,0.000904,event
market_state_normal_ma20_lag10,0.00618,0.000904,event
market_state_volatile_ma5,0.006276,0.000362,event
net_zt_proportion_ma5,0.006277,0.000362,event
positive_ratio_lag5,0.006297,0.000362,event
net_zt_proportion_lag5,0.006318,0.000362,event
ann_positive_ratio_lag2,0.006344,0.000181,event
market_state_volatile_ma5_lag1,0.006376,0.0,event
lhb_is_wave_lag10,0.006451,0.000904,event
market_state_volatile_ma5_lag2,0.006475,0.000181,event
market_state_normal_std20,0.006517,0.0,event
market_state_normal_std20_lag1,0.006518,0.000181,event
market_state_normal_std20_lag2,0.006518,0.000362,event
market_state_normal_std20_lag3,0.006518,0.000362,event
market_state_normal_std20_lag5,0.006518,0.000542,event
market_state_normal_std20_lag10,0.006519,0.001085,event
market_state_volatile_ma5_lag3,0.006575,0.000362,event
ann_positive_ratio_lag3,0.006682,0.000362,event
news_net_bullish_lag5,0.006768,0.000362,event
market_state_volatile_ma10,0.006773,0.000362,event
market_state_volatile_ma5_lag5,0.006774,0.000362,event
net_zt_proportion_ma10,0.006774,0.000362,event
news_sent_volume_lag5,0.006792,0.000362,event
news_sent_x_macd_lag5,0.006792,0.000362,event
sentiment_mean_lag5,0.006792,0.000362,event
avg_concept_heat_lag20,0.006796,0.001808,event
board_count_lag20,0.006796,0.001808,event
board_momentum_max_accel_lag20,0.006796,0.001808,event
board_momentum_max_lag20,0.006796,0.001808,event
board_momentum_max_ma10_lag20,0.006796,0.001808,event
board_momentum_max_ma20_lag20,0.006796,0.001808,event
board_momentum_max_ma5_lag20,0.006796,0.001808,event
board_momentum_mean_accel_lag20,0.006796,0.001808,event
board_momentum_mean_lag20,0.006796,0.001808,event
board_momentum_mean_ma10_lag20,0.006796,0.001808,event
board_momentum_mean_ma20_lag20,0.006796,0.001808,event
board_momentum_mean_ma5_lag20,0.006796,0.001808,event
board_overlap_score_lag20,0.006796,0.001808,event
cb_0_accel_lag20,0.006796,0.001808,event
cb_0_lag20,0.006796,0.001808,event
cb_0_ma10_lag20,0.006796,0.001808,event
cb_0_ma20_lag20,0.006796,0.001808,event
cb_0_ma5_lag20,0.006796,0.001808,event
comment_attention_lag20,0.006796,0.001808,event
comment_institution_lag20,0.006796,0.001808,event
comment_trend_lag20,0.006796,0.001808,event
concept_momentum_12m_accel_lag20,0.006796,0.001808,event
concept_momentum_12m_lag20,0.006796,0.001808,event
concept_momentum_12m_ma10_lag20,0.006796,0.001808,event
concept_momentum_12m_ma20_lag20,0.006796,0.001808,event
concept_momentum_12m_ma5_lag20,0.006796,0.001808,event
concept_momentum_3m_accel_lag20,0.006796,0.001808,event
concept_momentum_3m_lag20,0.006796,0.001808,event
concept_momentum_3m_ma10_lag20,0.006796,0.001808,event
concept_momentum_3m_ma20_lag20,0.006796,0.001808,event
concept_momentum_3m_ma5_lag20,0.006796,0.001808,event
concept_momentum_6m_accel_lag20,0.006796,0.001808,event
concept_momentum_6m_lag20,0.006796,0.001808,event
concept_momentum_6m_ma10_lag20,0.006796,0.001808,event
concept_momentum_6m_ma20_lag20,0.006796,0.001808,event
concept_momentum_6m_ma5_lag20,0.006796,0.001808,event
is_concept_leader_lag20,0.006796,0.001808,event
market_state_frenzy_accel_lag20,0.006796,0.001808,event
market_state_frenzy_lag20,0.006796,0.001808,event
market_state_frenzy_ma10_lag20,0.006796,0.001808,event
market_state_frenzy_ma20_lag20,0.006796,0.001808,event
market_state_frenzy_ma5_lag20,0.006796,0.001808,event
market_state_ice_accel_lag20,0.006796,0.001808,event
market_state_ice_lag20,0.006796,0.001808,event
market_state_ice_ma10_lag20,0.006796,0.001808,event
market_state_ice_ma20_lag20,0.006796,0.001808,event
market_state_ice_ma5_lag20,0.006796,0.001808,event
market_state_strong_accel_lag20,0.006796,0.001808,event
market_state_strong_lag20,0.006796,0.001808,event
market_state_strong_ma10_lag20,0.006796,0.001808,event
market_state_strong_ma20_lag20,0.006796,0.001808,event
market_state_strong_ma5_lag20,0.006796,0.001808,event
sector_relative_strength_lag20,0.006796,0.001808,event
is_dt_lag20,0.006799,0.001808,event
is_zb_lag20,0.006802,0.001808,event
is_yzt_lag20,0.00681,0.001808,event
consecutive_zt_lag20,0.006811,0.001808,event
is_zt_lag20,0.006811,0.001808,event
seal_strength_lag20,0.006811,0.001808,event
seal_success_lag20,0.006811,0.001808,event
net_zt_proportion_lag10,0.006817,0.000904,event
board_height_20d_lag20,0.00683,0.001808,event
market_state_volatile_accel,0.006853,0.000362,event
market_state_volatile_accel_lag1,0.006854,0.0,event
market_state_volatile_accel_lag2,0.006854,0.000181,event
market_state_volatile_accel_lag3,0.006854,0.000362,event
market_state_volatile_accel_lag5,0.006854,0.000362,event
net_zt_proportion_accel,0.006856,0.000362,event
market_state_volatile_accel_lag10,0.006857,0.000904,event
market_state_volatile_ma10_lag1,0.006858,0.0,event
market_state_volatile_ma10_lag2,0.006858,0.000181,event
market_state_volatile_ma10_lag3,0.006858,0.000362,event
market_state_volatile_ma10_lag5,0.006858,0.000362,event
market_state_volatile_ma20,0.006858,0.000362,event
market_state_volatile_ma20_lag1,0.006858,0.0,event
market_state_volatile_ma20_lag2,0.006858,0.000181,event
market_state_volatile_ma20_lag3,0.006858,0.000362,event
market_state_volatile_ma20_lag5,0.006858,0.000362,event
net_zt_proportion_ma20,0.006858,0.000362,event
market_state_volatile_ma10_lag10,0.006859,0.000904,event
market_state_volatile_ma20_lag10,0.006859,0.000904,event
market_state_volatile_ma5_lag10,0.006859,0.000904,event
market_state_normal_lag20,0.006896,0.001808,event
news_disagreement_lag10,0.006897,0.000904,event
sentiment_std_lag10,0.006897,0.000904,event
lhb_is_drop_lag10,0.00701,0.000904,event
market_state_normal_accel_lag20,0.007078,0.001808,event
market_state_normal_ma10_lag20,0.007078,0.001808,event
market_state_normal_ma20_lag20,0.007078,0.001808,event
market_state_normal_ma5_lag20,0.007078,0.001808,event
board_momentum_max_std20_lag20,0.007136,0.001808,event
board_momentum_mean_std20_lag20,0.007136,0.001808,event
cb_0_std20_lag20,0.007136,0.001808,event
concept_momentum_12m_std20_lag20,0.007136,0.001808,event
concept_momentum_3m_std20_lag20,0.007136,0.001808,event
concept_momentum_6m_std20_lag20,0.007136,0.001808,event
market_state_frenzy_std20_lag20,0.007136,0.001808,event
market_state_ice_std20_lag20,0.007136,0.001808,event
market_state_strong_std20_lag20,0.007136,0.001808,event
market_state_volatile_lag20,0.007177,0.001808,event
market_state_volatile_std20,0.007198,0.0,event
market_state_volatile_std20_lag1,0.007198,0.000181,event
market_state_volatile_std20_lag2,0.007198,0.000362,event
market_state_volatile_std20_lag3,0.007198,0.000362,event
market_state_volatile_std20_lag5,0.007198,0.000542,event
net_zt_proportion_std20,0.007198,0.0,event
market_state_volatile_std20_lag10,0.007199,0.001085,event
market_state_volatile_accel_lag20,0.007276,0.001808,event
market_state_volatile_ma10_lag20,0.007276,0.001808,event
market_state_volatile_ma20_lag20,0.007276,0.001808,event
market_state_volatile_ma5_lag20,0.007276,0.001808,event
net_zt_proportion_lag20,0.007276,0.001808,event
news_sent_bull_vol_lag10,0.007324,0.000904,event
ann_positive_ratio_lag5,0.007355,0.000362,event
market_state_normal_std20_lag20,0.007417,0.001808,event
news_sent_reversal_5d,0.007518,0.000542,event
news_sent_extreme_lag10,0.007559,0.000904,event
market_state_volatile_std20_lag20,0.007615,0.001808,event
news_sent_bear_vol_lag20,0.007688,0.001808,event
ann_sentiment_std_lag10,0.007739,0.000904,event
positive_ratio_lag10,0.007804,0.000904,event
news_sent_reversal_5d_lag1,0.007823,0.0,event
news_sent_streak_lag20,0.007893,0.001808,event
retail_panic_lag20,0.008029,0.001808,event
news_sent_reversal_5d_lag2,0.008129,0.000181,event
news_net_bullish_lag10,0.008252,0.000904,event
news_sent_volume_lag10,0.008276,0.000904,event
news_sent_x_macd_lag10,0.008276,0.000904,event
sentiment_mean_lag10,0.008276,0.000904,event
news_sent_reversal_5d_lag3,0.008415,0.000362,event
negative_ratio_lag20,0.008554,0.001808,event
is_vc_backed_ma5,0.008774,0.25425,event
pledge_risk,0.00896,0.532369,event
news_sent_reversal_5d_lag5,0.009005,0.000362,event
ann_positive_ratio_lag10,0.009029,0.000904,event
is_limit_down,0.00903,0.008499,event
lhb_is_sustained_lag20,0.009091,0.001808,event
pledge_risk_lag1,0.009229,0.0,event
news_neg_momentum,0.009251,0.055877,event
lhb_net_amount,0.009255,0.000542,event
negative_ratio_ma5,0.009255,0.055877,event
lhb_buy_ratio,0.009278,0.000542,event
lhb_present,0.009278,0.000542,event
pledge_risk_lag2,0.009498,0.0,event
news_neg_momentum_lag1,0.009551,0.0,event
lhb_is_wave_ma5,0.009577,0.15009,event
lhb_net_amount_lag1,0.00959,0.0,event
lhb_buy_ratio_lag1,0.009612,0.0,event
lhb_present_lag1,0.009613,0.0,event
pledge_risk_ma5,0.009629,0.532369,event
comment_score,0.009747,0.062025,event
has_comment,0.009747,0.062025,event
pledge_risk_lag3,0.009767,0.0,event
news_neg_momentum_lag2,0.009786,0.000181,event
lhb_is_wave_lag20,0.009823,0.001808,event
comment_score_lag1,0.009868,0.0,event
lhb_net_amount_lag2,0.009924,0.000181,event
lhb_buy_ratio_lag2,0.009946,0.000181,event
lhb_present_lag2,0.009947,0.000181,event
ann_sent_bear_vol,0.009953,0.023146,event
comment_score_lag2,0.009988,0.000181,event
news_neg_momentum_lag3,0.010013,0.000362,dense
comment_score_lag3,0.010108,0.000362,dense
news_disagreement_lag20,0.010109,0.001808,dense
sentiment_std_lag20,0.010109,0.001808,dense
pledge_risk_ma10,0.010134,0.532369,dense
ann_negative_ratio,0.010166,0.0217,dense
lhb_net_amount_lag3,0.010257,0.000362,dense
lhb_buy_ratio_lag3,0.010279,0.000362,dense
lhb_present_lag3,0.01028,0.000362,dense
pledge_risk_lag5,0.010306,0.0,dense
comment_score_lag5,0.010349,0.000362,dense
lhb_is_drop_lag20,0.010373,0.001808,dense
news_sent_reversal_5d_lag10,0.010426,0.000904,dense
comment_score_lag10,0.010453,0.000904,dense
comment_score_ma5,0.010463,0.062025,dense
has_comment_ma5,0.010463,0.062025,dense
news_neg_momentum_lag5,0.010465,0.000362,dense
news_sent_bull_vol_lag20,0.010494,0.001808,dense
ann_negative_ratio_lag1,0.010501,0.0,dense
comment_score_accel,0.010562,0.062025,dense
comment_score_ma10,0.010562,0.062025,dense
comment_score_ma20,0.010562,0.062025,dense
has_comment_ma10,0.010562,0.062025,dense
has_comment_ma20,0.010562,0.062025,dense
lhb_is_sustained_ma5,0.010595,0.162206,dense
comment_score_lag20,0.010695,0.001808,dense
news_sent_extreme_lag20,0.010705,0.001808,dense
ann_negative_ratio_lag2,0.010837,0.000181,dense
pledge_risk_ma20,0.010889,0.532369,dense
comment_score_std20,0.010902,0.0,dense
lhb_net_amount_lag5,0.010926,0.000362,dense
lhb_buy_ratio_lag5,0.010948,0.000362,dense
lhb_present_lag5,0.010949,0.000362,dense
positive_ratio_lag20,0.010959,0.001808,dense
ann_sentiment_std_lag20,0.011108,0.001808,dense
ann_negative_ratio_lag3,0.011176,0.000362,dense
news_net_bullish_lag20,0.011362,0.001808,dense
news_sent_volume_lag20,0.011385,0.001808,dense
news_sent_x_macd_lag20,0.011385,0.001808,dense
sentiment_mean_lag20,0.011385,0.001808,dense
is_deep_discount,0.011496,0.126221,dense
pledge_risk_lag10,0.011654,0.0,dense
ann_negative_ratio_lag5,0.011846,0.000362,dense
news_neg_momentum_lag10,0.011905,0.000904,dense
news_sent_x_roc20,0.011965,0.001808,dense
is_vc_backed_ma10,0.012125,0.25425,dense
n_indexes_accel,0.01214,0.0,dense
news_sent_x_roc20_lag1,0.012283,0.001808,dense
n_indexes_std20,0.012384,0.0,dense
ann_positive_ratio_lag20,0.012385,0.001808,dense
market_state_weak_accel,0.012444,0.000362,dense
market_state_weak_accel_lag1,0.01246,0.0,dense
market_state_weak_accel_lag2,0.012475,0.000181,dense
market_state_weak_accel_lag3,0.012491,0.000362,dense
market_state_weak_accel_lag5,0.012522,0.000362,dense
market_state_weak_accel_lag10,0.012525,0.000904,dense
lhb_net_amount_lag10,0.012598,0.000904,dense
news_sent_x_roc20_lag2,0.012606,0.00217,dense
lhb_buy_ratio_lag10,0.01262,0.000904,dense
lhb_present_lag10,0.012621,0.000904,dense
news_sent_x_roc20_lag3,0.012912,0.00217,dense
market_state_weak_accel_lag20,0.012944,0.001808,dense
dv_last_direction_accel,0.013054,0.009946,dense
dv_last_direction_std20,0.013397,0.0,dense
news_sent_reversal_5d_lag20,0.01343,0.001808,dense
ann_negative_ratio_lag10,0.01351,0.000904,dense
news_sent_x_roc20_lag5,0.013525,0.00217,dense
market_state_weak_z20,0.013562,0.0,dense
market_state_weak_std20,0.013563,0.0,dense
market_state_weak_z20_lag1,0.013577,0.000181,dense
market_state_weak_std20_lag1,0.013578,0.000181,dense
market_state_weak_std20_lag2,0.013593,0.000362,dense
market_state_weak_z20_lag2,0.013593,0.000362,dense
market_state_weak_z20_lag3,0.013608,0.000362,dense
market_state_weak_std20_lag3,0.013609,0.000362,dense
market_state_weak_z20_lag5,0.013639,0.000542,dense
market_state_weak_std20_lag5,0.01364,0.000542,dense
market_state_weak_std20_lag10,0.013642,0.001085,dense
market_state_weak_z20_lag10,0.013642,0.001085,dense
dv_last_direction_z20,0.013683,0.0,dense
lhb_is_drop_ma5,0.01393,0.031284,dense
market_state_weak_z20_lag20,0.014059,0.001808,dense
market_state_weak_std20_lag20,0.014061,0.001808,dense
n_indexes_z20,0.014278,0.0,dense
pledge_risk_lag20,0.014355,0.0,dense
sentiment_std_ma5,0.014411,0.027306,dense
pledge_ratio_std20,0.014613,0.0,dense
news_neg_momentum_lag20,0.014859,0.001808,dense
news_sent_x_roc20_lag10,0.015009,0.002712,dense
is_sector_leader_ma5,0.015127,0.300723,dense
ann_sent_x_macd,0.015436,0.009222,dense
ann_sentiment_mean,0.015436,0.009222,dense
ann_sentiment_mean_lag1,0.015767,0.0,dense
news_count,0.015797,0.000362,dense
news_guba_ratio,0.015813,0.000362,dense
lhb_net_amount_lag20,0.015929,0.001808,dense
lhb_buy_ratio_lag20,0.015951,0.001808,dense
lhb_present_lag20,0.015952,0.001808,dense
news_count_lag1,0.016012,0.0,dense
news_guba_ratio_lag1,0.016029,0.0,dense
ann_sentiment_mean_lag2,0.016097,0.000181,dense
lhb_is_wave_ma10,0.016148,0.15009,dense
free_ratio,0.016199,0.000362,dense
news_count_lag2,0.016231,0.000181,dense
news_guba_ratio_lag2,0.016248,0.000181,dense
free_shares,0.016262,0.000362,dense
able_shares,0.016263,0.000362,dense
news_pos_momentum,0.016416,0.001989,dense
ann_sentiment_mean_lag3,0.016434,0.000362,dense
news_count_lag3,0.016444,0.000362,dense
news_guba_ratio_lag3,0.016461,0.000362,dense
positive_ratio_ma5,0.016471,0.001989,dense
news_pos_momentum_lag1,0.016668,0.0,dense
is_limit_up,0.016749,0.007957,dense
limit_up_streak,0.016749,0.007957,dense
seal_quality,0.016749,0.007957,dense
negative_ratio_ma10,0.016827,0.055877,dense
ann_negative_ratio_lag20,0.01684,0.001808,dense
