window,feature,ic_cross,icir_cross,ic_pos_ratio,coverage,ic_ts,grade
full,board_momentum_max_lag5,0.07877585078719318,3.6939221116984173,1.0,0.0004970178926441351,0.005256971031441804,high
full,board_momentum_mean_lag5,0.07877585078719318,3.6939221116984173,1.0,0.0004970178926441351,0.005256971031441804,high
full,net_zt_proportion,0.07797949631357168,0.35962448952839704,0.5,0.0004970178926441351,-0.005910737096430478,high
full,cb_0_accel,0.07519188894540321,0.5015278755084306,0.6,0.002485089463220676,0.0020815867561250804,high
full,board_count_ma5,0.07435150076669476,0.41177529254353623,0.5,0.0014910536779324055,0.005811396872397653,high
full,avg_concept_heat_ma5,0.07435150076669476,0.41177529254353623,0.5,0.0014910536779324055,0.005811396872397653,high
full,board_overlap_score_ma5,0.07435150076669476,0.41177529254353623,0.5,0.0014910536779324055,0.005811396872397653,high
full,has_hot_board_ma5,0.07435150076669476,0.41177529254353623,0.5,0.0014910536779324055,0.005811396872397653,high
full,has_comment_lag5,0.07374441722363438,0.3684718870480987,0.7368421052631579,0.004721669980119284,-0.006378974397244178,high
full,has_comment_ma10,0.07282936623473327,0.34726806820811024,0.75,0.006958250497017893,-0.005296011998903725,high
full,qtld_10d,0.07159486227897334,0.38089123166733546,0.6600397614314115,1.0,0.03812287701865957,high
full,has_comment_ma5,0.0712938380641631,0.40016784809054684,0.782608695652174,0.005715705765407555,-0.00529961767411325,high
full,has_comment_lag3,0.07113258315793794,0.36516338948765564,0.7368421052631579,0.004721669980119284,-0.0062524130932620865,high
full,min_10d,0.07064173812658722,0.3900747323256407,0.6660039761431411,1.0,0.026712433751081448,high
full,min_5d,0.07035340827299624,0.3920050400507009,0.6642644135188867,1.0,0.024960075459731855,high
full,market_state_normal_ma5_lag1,0.06789898288578092,0.5245378234240378,0.5714285714285714,0.0017395626242544733,-0.00729285457988723,high
full,qtld_20d,0.06698636630484309,0.349185524184063,0.6354373757455268,1.0,0.03233901147646442,high
full,qtld_5d,0.06598381807862257,0.3563329109512506,0.6476143141153081,1.0,0.029599574394115626,high
full,net_zt_proportion_lag2,0.06569867299789435,0.34492109019032713,0.6666666666666666,0.0014910536779324055,0.0013939209196788792,high
full,net_zt_proportion_lag1,0.06554313312390332,0.2921516154613732,0.5,0.0009940357852882703,-0.0036436106199092184,high
full,qtld_30d,0.06521638004061014,0.3376681649625781,0.6404075546719682,1.0,0.03428488155745213,high
full,cb_0_ma5,0.0650300831420282,0.37879060455830404,0.5,0.0014910536779324055,0.0064557887783107705,high
full,qtlu_10d,0.0642043934049333,0.31322703971762056,0.632455268389662,1.0,0.046791418734449766,high
full,has_hot_board_lag2,0.06308883410756451,0.28551828299819426,0.5,0.0004970178926441351,0.010383631121215207,high
full,board_overlap_score_lag2,0.06308883410756451,0.28551828299819426,0.5,0.0004970178926441351,0.010383631121215207,high
full,avg_concept_heat_lag2,0.06308883410756451,0.28551828299819426,0.5,0.0004970178926441351,0.010383631121215207,high
full,board_count_lag2,0.06308883410756451,0.28551828299819426,0.5,0.0004970178926441351,0.010383631121215207,high
full,market_state_volatile_ma10,0.06300614394792636,0.3684448863559812,0.6666666666666666,0.0022365805168986083,0.0031451150790897664,high
full,min_20d,0.06254782457963631,0.33845112886263373,0.6371769383697813,1.0,0.018256506749684997,high
full,has_comment_lag1,0.06191072873808997,0.3417107477959777,0.7368421052631579,0.004721669980119284,-0.009223538269486437,high
full,qtlu_20d,0.06081017826615414,0.29371468158764125,0.6148111332007953,1.0,0.040733218048320266,high
full,qtlu_30d,0.06002246010090464,0.2900803295515359,0.6210238568588469,1.0,0.04091523420329141,high
full,high_low_ratio,0.059720381295175595,0.330461254745557,0.5833333333333334,0.002982107355864811,-0.0009203412784096496,high
